user_id,avg_rating,rating_variance,review_count,avg_review_length,avg_sentiment,sentiment_variance,cluster,archetype,dominant_value
012515e5802b2e0f42915118c90fa04b,4.204545454545454,0.9542937350572704,44,263.02272727272725,0.17032352301904752,0.19036605829313225,2,Warm Optimist,social_proof
012aa353140af13109d00ca36cdc0637,3.575,1.2986679566149546,40,587.325,0.1452456727430656,0.2016740141737217,1,Emotional Storyteller,ambience
01ec1a320ffded6b2dd47833f2c8e4fb,4.3346693386773545,0.6553693369277501,998,1410.993987975952,0.26579073659379066,0.13152497268754715,2,Warm Optimist,social_proof
06bd41ab4c378a8c5a9d45c6b4779650,3.8666666666666667,1.505545305418162,15,393.0,0.23178403219164087,0.30575916723624263,1,Emotional Storyteller,ambience
08920c9c72f03d03df72908ce393f7e7,4.3076923076923075,0.7661883152417268,39,433.15384615384613,0.27703599602758555,0.15045575000989259,2,Warm Optimist,social_proof
0c5b36407771dfd65acdd812ecd51705,3.888888888888889,1.1208970766356101,27,550.8148148148148,0.15984113010199058,0.20423020393700622,1,Emotional Storyteller,ambience
0d8d07544717e84149df654caae803d0,4.269230769230769,1.0023050357128733,26,572.6153846153846,0.29706752674880255,0.202974623810084,2,Warm Optimist,social_proof
0ef32090550901ead25cb0ea21c4d36b,3.3880903490759753,1.1472376234502404,487,776.1355236139631,0.18201287338007172,0.16474056818163618,1,Emotional Storyteller,ambience
0f191806c278059bcc7a1015ff7c5420,4.117647058823529,0.8574929257125441,17,161.2941176470588,0.3183753046673215,0.24770682310126124,4,Reactive Reviewer,time_efficiency
144ca9947d2cac5fa8d09f8854beeb7b,3.1666666666666665,1.8348478592697182,6,317.3333333333333,0.3963888888888889,0.2595182259969241,1,Emotional Storyteller,ambience
1girl_1passport,4.285714285714286,0.3933978962347216,7,215.14285714285714,0.237156462585034,0.2862616198769532,4,Reactive Reviewer,time_efficiency
222pierm,3.6,0.22360679774997894,5,197.8,0.38208333333333333,0.25212465226109443,0,Harsh Critic,service_quality
244rameshd,4.318181818181818,0.33709993123162113,11,248.8181818181818,0.36895377308355104,0.284461995580868,0,Harsh Critic,service_quality
247Alexana,4.0,0.316227766016838,6,270.1666666666667,0.3470065901360544,0.11390099904489497,2,Warm Optimist,social_proof
262Blondy,3.9761904761904763,0.40237390808147827,21,242.0952380952381,0.3089933883907098,0.17808532215352083,2,Warm Optimist,social_proof
2f6af21d14c83a5df6cdcef5e6af0b3e,3.985981308411215,1.0547410155946446,214,886.7990654205607,0.1527196003224184,0.1413059220359583,1,Emotional Storyteller,ambience
329bhaveshm,4.2,0.44721359549995804,5,227.6,0.38694940476190476,0.2021340060469318,0,Harsh Critic,service_quality
